"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"1723",1723,503,"central_exam","CDU",0.833333313465118,4,4,31,"male",541,0.333333343267441,"some influence",2.66666674613953,1,3.5,3,4,"2011-03-20 17:56:00","2011-03-20 18:05:01",0,"SPD","SPD",4,1
"1724",1724,903,"nuclear_energy","CDU",0.333333343267441,4,5,51,"female",567,1,"some influence",4.33333349227905,3.5,1.5,5,4,"2011-03-23 17:05:49","2011-03-23 17:15:16",0,"SPD","SPD",4,1
"1725",1725,755,"nuclear_energy","party general",0.16666667163372,3,3,44,"female",460,0.666666686534882,"strong influence",3.33333325386047,4.5,1.5,4.5,3.5,"2011-03-22 13:55:25","2011-03-22 14:03:05",1,"Pirate Party","other",3,0
"1726",1726,368,"religious_education","party general",1,4,5,62,"female",722,0.666666686534882,"no response",3.33333325386047,4,2,3.5,5,"2011-03-18 19:58:16","2011-03-18 20:10:18",0,"SPD","SPD",5,1
"1727",1727,775,"religious_education","experts",0.5,3,4,61,"male",587,0,"strong influence",2.66666674613953,3,2.5,4.5,3,"2011-03-22 16:35:40","2011-03-22 16:45:27",0,"FDP","FDP",3,1
"1728",1728,779,"nuclear_energy","SPD",0.5,3,5,48,"male",973,0.333333343267441,"strong influence",3.66666674613953,3,2.5,4,3,"2011-03-22 16:52:30","2011-03-22 17:08:48",1,"Greens","Greens",4,0
"1729",1729,777,"nuclear_energy","SPD",-0.833333313465118,3,4,45,"male",552,0,"almost no influence",2,4,2,2.5,2.5,"2011-03-22 16:44:44","2011-03-22 16:53:56",1,"SPD","SPD",4,1
"1730",1730,105,"religious_education","SPD",0.333333343267441,3,2,30,"male",686,0.666666686534882,"some influence",3.33333325386047,1,2,3.5,4,"2011-03-17 20:25:42","2011-03-17 20:37:08",0,"Greens","Greens",4,1
"1731",1731,279,"religious_education","SPD",0.333333343267441,4,4,63,"male",515,0.666666686534882,"strong influence",2.66666674613953,4,3.5,4.5,4.5,"2011-03-18 14:44:45","2011-03-18 14:53:21",0,"SPD","SPD",5,1
"1732",1732,850,"central_exam","experts",-1,3,3,44,"male",498,1.66666662693024,"strong influence",4,3,3.5,4,3.5,"2011-03-23 09:39:39","2011-03-23 09:47:58",0,"SPD","SPD",5,1
"1733",1733,741,"religious_education","referendum",1,4,5,53,"female",1052,-0.333333343267441,"some influence",3.66666674613953,1,4.5,3.5,1.5,"2011-03-22 13:02:25","2011-03-22 13:19:57",1,"SPD","SPD",3,1
"1734",1734,247,"central_exam","experts",0.5,3,3,51,"female",646,0.333333343267441,"some influence",2.66666674613953,2.5,2.5,4,4,"2011-03-18 13:25:21","2011-03-18 13:36:07",1,"SPD","SPD",3,0
"1735",1735,490,"religious_education","SPD",0.16666667163372,3,2,42,"male",444,1,"strong influence",3.66666674613953,3,3,3,3,"2011-03-20 12:45:30","2011-03-20 12:52:54",0,"CDU","CDU",5,1
"1736",1736,555,"religious_education","SPD",-0.5,3,4,68,"male",833,1,"some influence",3,3.5,4.5,4,4.5,"2011-03-21 13:58:54","2011-03-21 14:12:47",0,"SPD","SPD",3,1
"1737",1737,253,"central_exam","SPD",0.833333313465118,3,4,51,"male",889,1,"some influence",4,4,2,5,3.5,"2011-03-18 13:36:58","2011-03-18 13:51:47",0,"SPD","SPD",5,1
"1738",1738,901,"central_exam","party general",0.833333313465118,4,4,51,"female",415,0.333333343267441,"strong influence",3.33333325386047,4.5,3,4.5,3.5,"2011-03-23 16:59:14","2011-03-23 17:06:09",1,"Greens","Greens",4,1
"1739",1739,250,"nuclear_energy","SPD",0.666666686534882,3,4,66,"male",768,0.333333343267441,"some influence",2,2.5,1.5,2,4.5,"2011-03-18 13:30:54","2011-03-18 13:43:42",1,"SPD","SPD",4,1
"1740",1740,559,"nuclear_energy","referendum",0.16666667163372,3,2,25,"male",531,-0.333333343267441,"strong influence",2.66666674613953,4.5,3,2,2.5,"2011-03-21 14:15:21","2011-03-21 14:24:12",0,"CDU","CDU",5,1
"1741",1741,192,"central_exam","referendum",0,3,1,63,"male",844,0.333333343267441,"almost no influence",2.33333325386047,4,1,3,3.5,"2011-03-18 11:38:19","2011-03-18 11:52:23",1,"Left Party","Left Party",4,1
"1742",1742,590,"religious_education","SPD",0.16666667163372,4,2,21,"male",1010,1,"some influence",3.66666674613953,2.5,2.5,3.5,3,"2011-03-21 17:01:01","2011-03-21 17:17:51",1,"SPD","SPD",3,1
"1743",1743,180,"nuclear_energy","CDU",0.833333313465118,4,4,33,"male",462,0.666666686534882,"some influence",3.33333325386047,4.5,3,4,4,"2011-03-18 11:32:52","2011-03-18 11:40:34",0,"SPD","SPD",4,1
"1744",1744,313,"central_exam","party general",0.833333313465118,3,3,64,"male",537,0.333333343267441,"almost no influence",3,4,2.5,3,3.5,"2011-03-18 16:25:03","2011-03-18 16:34:00",1,"SPD","SPD",3,1
"1745",1745,228,"religious_education","referendum",0.666666686534882,4,1,54,"male",851,1,"almost no influence",4.33333349227905,2.5,2,4.5,2.5,"2011-03-18 12:42:13","2011-03-18 12:56:24",1,"Pirate Party","FDP",4,1
"1746",1746,148,"religious_education","referendum",0,3,1,66,"male",728,1.33333337306976,"almost no influence",4,3.5,1,3.5,5,"2011-03-18 09:19:23","2011-03-18 09:31:31",1,"SPD","SPD",3,1
"1747",1747,400,"central_exam","experts",0.833333313465118,3,3,41,"female",457,1,"strong influence",4,5,3.5,3.5,3.5,"2011-03-19 06:38:57","2011-03-19 06:46:34",1,"CDU","CDU",4,1
"1748",1748,830,"religious_education","experts",-0.333333343267441,3,1,42,"male",815,1,"some influence",3.66666674613953,2.5,4,3.5,2,"2011-03-23 06:32:50","2011-03-23 06:46:25",0,"SPD","SPD",4,1
"1749",1749,204,"religious_education","SPD",0,3,3,51,"female",1048,0.333333343267441,"some influence",4.33333349227905,3.5,2,4,4,"2011-03-18 11:55:33","2011-03-18 12:13:01",0,"Greens","Greens",3,0
"1750",1750,530,"religious_education","CDU",-0.16666667163372,3,3,29,"male",548,1.33333337306976,"some influence",4.33333349227905,1.5,3,2,2,"2011-03-21 09:59:24","2011-03-21 10:08:32",1,"Greens","FDP",2,0
"1751",1751,321,"nuclear_energy","party general",-1.5,4,5,67,"female",1471,0,"almost no influence",4.33333349227905,3,2.5,4,3,"2011-03-18 16:44:43","2011-03-18 17:09:14",0,"FDP","FDP",1,0
"1752",1752,627,"central_exam","referendum",-0.333333343267441,3,1,40,"female",427,-0.666666686534882,"strong influence",2.66666674613953,3.5,4.5,4,4,"2011-03-21 18:28:32","2011-03-21 18:35:39",0,"SPD","SPD",5,1
"1753",1753,783,"nuclear_energy","referendum",0.666666686534882,3,4,54,"female",843,1.33333337306976,"some influence",4,2,3,3.5,2,"2011-03-22 17:02:04","2011-03-22 17:16:07",NA,"SPD","SPD",3,1
"1754",1754,291,"nuclear_energy","SPD",0.333333343267441,3,4,52,"male",839,0,"some influence",2.33333325386047,4,3.5,4.5,4.5,"2011-03-18 15:18:05","2011-03-18 15:32:04",1,"SPD","SPD",4,1
"1755",1755,442,"central_exam","party general",1,4,3,45,"male",1000,0.333333343267441,"some influence",2.66666674613953,3.5,2,4.5,3.5,"2011-03-19 13:35:21","2011-03-19 13:52:01",1,"SPD","CDU",3,0
"1756",1756,401,"nuclear_energy","SPD",1,4,5,49,"male",529,-0.666666686534882,"strong influence",2.33333325386047,3.5,2,5,4,"2011-03-19 06:46:21","2011-03-19 06:55:10",0,"CDU","CDU",5,1
"1757",1757,546,"nuclear_energy","party general",1,3,3,36,"female",610,0,"almost no influence",3.33333325386047,2.5,3,4,2,"2011-03-21 13:14:21","2011-03-21 13:24:31",0,"CDU","CDU",5,1
"1758",1758,67,"nuclear_energy","CDU",0.833333313465118,4,5,53,"female",1336,1,"strong influence",3,4,3,4.5,4,"2011-03-17 18:05:32","2011-03-17 18:27:48",1,"SPD","SPD",4,1
"1759",1759,242,"nuclear_energy","referendum",-0.16666667163372,4,5,60,"female",515,1.66666662693024,"some influence",3,4,3,4.5,5,"2011-03-18 13:16:50","2011-03-18 13:25:25",0,"CDU","CDU",5,1
"1760",1760,188,"nuclear_energy","experts",1,4,5,63,"male",865,0.666666686534882,"some influence",2,4,3.5,5,4.5,"2011-03-18 11:36:14","2011-03-18 11:50:39",1,"Greens","Greens",3,1
"1761",1761,125,"religious_education","referendum",0.16666667163372,3,2,43,"female",741,0.333333343267441,"no response",3.33333325386047,2,3,4,3,"2011-03-17 22:45:36","2011-03-17 22:57:57",NA,"I would not vote","Left Party",1,0
"1762",1762,323,"central_exam","referendum",0.833333313465118,4,3,50,"female",714,0.666666686534882,"some influence",4,3,1.5,4,5,"2011-03-18 16:51:47","2011-03-18 17:03:41",1,"SPD","Left Party",4,1
"1763",1763,413,"central_exam","CDU",-1,3,2,38,"female",504,0.666666686534882,"no response",3.33333325386047,3.5,2.5,3.5,2.5,"2011-03-19 09:03:35","2011-03-19 09:11:59",1,"Free Voters","other",1,0
"1764",1764,322,"religious_education","party general",0.5,3,4,55,"female",935,1.33333337306976,"strong influence",2.66666674613953,3,3,5,3,"2011-03-18 16:47:29","2011-03-18 17:03:04",1,"SPD","SPD",3,0
"1765",1765,320,"nuclear_energy","experts",0.666666686534882,4,5,49,"male",708,0.333333343267441,"strong influence",4.33333349227905,3,2.5,5,3.5,"2011-03-18 16:41:55","2011-03-18 16:53:43",0,"SPD","SPD",5,1
"1766",1766,102,"central_exam","experts",0.5,4,4,19,"female",617,0.666666686534882,"some influence",4,3,3,4,3,"2011-03-17 20:18:54","2011-03-17 20:29:11",0,"Free Voters","FDP",3,1
"1767",1767,355,"central_exam","SPD",0.833333313465118,4,4,47,"male",659,0.333333343267441,"some influence",3.66666674613953,2.5,4,3,1.5,"2011-03-18 18:45:52","2011-03-18 18:56:51",0,"SPD","SPD",3,1
"1768",1768,376,"central_exam","party general",0.16666667163372,3,3,31,"male",423,-0.333333343267441,"almost no influence",3,3,3,3,3,"2011-03-18 20:36:56","2011-03-18 20:43:59",0,"CDU","CDU",2,1
"1769",1769,790,"nuclear_energy","experts",0.833333313465118,4,3,58,"female",1869,0.333333343267441,"some influence",3.66666674613953,3,4,3.5,2,"2011-03-22 17:38:30","2011-03-22 18:09:39",0,"SPD","SPD",3,1
"1770",1770,422,"central_exam","experts",-1,3,3,49,"male",474,1,"almost no influence",3,3,3,3,3,"2011-03-19 10:05:29","2011-03-19 10:13:23",1,"Pirate Party","other",3,0
"1771",1771,319,"central_exam","experts",0.16666667163372,3,3,50,"male",483,1,"some influence",4,2.5,4.5,3,2.5,"2011-03-18 16:39:24","2011-03-18 16:47:27",0,"SPD","SPD",5,1
"1772",1772,263,"religious_education","experts",0.16666667163372,3,3,29,"female",581,0.666666686534882,"some influence",3,4,3.5,3.5,4,"2011-03-18 13:57:23","2011-03-18 14:07:04",0,"Greens","SPD",4,1
"1773",1773,606,"religious_education","referendum",0.16666667163372,3,3,29,"male",503,1.33333337306976,"some influence",3,3.5,3,3.5,4,"2011-03-21 17:39:20","2011-03-21 17:47:43",0,"Greens","Greens",4,1
"1774",1774,318,"central_exam","party general",0.16666667163372,3,3,56,"female",506,0.333333343267441,"some influence",4,1.5,2.5,3.5,3.5,"2011-03-18 16:37:52","2011-03-18 16:46:18",1,"CDU","CDU",3,1
"1775",1775,262,"religious_education","party general",-1.33333337306976,3,3,60,"female",833,0,"almost no influence",3.66666674613953,5,3,3,3,"2011-03-18 13:54:48","2011-03-18 14:08:41",1,"SPD","SPD",3,0
"1776",1776,791,"central_exam","CDU",0.666666686534882,4,5,56,"female",992,1,"some influence",4,2.5,2,4.5,3.5,"2011-03-22 17:38:31","2011-03-22 17:55:03",0,"CDU","CDU",3,1
"1777",1777,93,"religious_education","experts",0.333333343267441,3,1,35,"male",348,0.666666686534882,"almost no influence",3.33333325386047,2,1,3.5,2.5,"2011-03-17 19:36:16","2011-03-17 19:42:04",0,"SPD","SPD",4,1
"1778",1778,335,"central_exam","CDU",0.5,4,3,55,"female",981,0.333333343267441,"almost no influence",3.33333325386047,4.5,3,4,4.5,"2011-03-18 17:35:48","2011-03-18 17:52:09",0,"SPD","SPD",4,1
"1779",1779,316,"central_exam","referendum",0.833333313465118,4,3,58,"male",466,0,"some influence",3,3.5,2,3.5,2.5,"2011-03-18 16:36:08","2011-03-18 16:43:54",1,"Greens","Greens",3,1
"1780",1780,337,"nuclear_energy","party general",1,4,5,69,"male",1038,1,"some influence",2.66666674613953,5,3.5,5,3.5,"2011-03-18 17:38:31","2011-03-18 17:55:49",0,"SPD","SPD",4,1
"1781",1781,162,"nuclear_energy","CDU",-0.16666667163372,3,4,54,"female",976,1,"some influence",3.66666674613953,3,1.5,3,2,"2011-03-18 10:44:09","2011-03-18 11:00:25",1,"REP","SPD",3,1
"1782",1782,196,"nuclear_energy","party general",-1,4,5,59,"male",378,1,"some influence",3,4,3.5,3.5,3.5,"2011-03-18 11:42:03","2011-03-18 11:48:21",0,"SPD","SPD",4,1
"1783",1783,126,"religious_education","referendum",0.666666686534882,4,4,48,"female",604,0,"some influence",3,2,1.5,2.5,5,"2011-03-17 22:47:13","2011-03-17 22:57:18",1,"FDP","FDP",3,0
"1784",1784,659,"religious_education","referendum",0.5,4,3,28,"male",784,0.333333343267441,"almost no influence",4,3,2.5,4,3,"2011-03-21 20:01:19","2011-03-21 20:14:23",1,"Pirate Party","no favoured party",0,0
"1785",1785,164,"religious_education","party general",0.5,4,2,35,"female",303,-0.333333343267441,"almost no influence",4.33333349227905,4,2.5,3.5,4.5,"2011-03-18 10:47:46","2011-03-18 10:52:55",NA,"I would not vote","other",1,0
"1786",1786,171,"religious_education","party general",0.666666686534882,3,3,52,"male",504,0.333333343267441,"strong influence",3.33333325386047,2.5,3.5,3,4,"2011-03-18 11:21:14","2011-03-18 11:29:38",0,"Greens","Greens",4,1
"1787",1787,834,"nuclear_energy","referendum",0.5,4,5,43,"female",688,1,"some influence",4.33333349227905,4.5,2,4.5,3.5,"2011-03-23 07:32:53","2011-03-23 07:44:21",0,"CDU","CDU",4,1
"1788",1788,351,"nuclear_energy","experts",0.333333343267441,3,4,40,"male",480,0.333333343267441,"almost no influence",3,2.5,1,3,3.5,"2011-03-18 18:15:22","2011-03-18 18:23:22",0,"SPD","SPD",4,1
"1789",1789,549,"central_exam","referendum",0.833333313465118,4,4,27,"male",366,1.66666662693024,"some influence",3.66666674613953,2.5,2.5,4,3,"2011-03-21 13:27:25","2011-03-21 13:33:31",0,"Greens","Greens",4,1
"1790",1790,501,"central_exam","party general",0.5,3,3,23,"male",864,0.333333343267441,"strong influence",4,4.5,2.5,4,3,"2011-03-20 17:12:08","2011-03-20 17:26:32",1,"CDU","no favoured party",0,1
"1791",1791,223,"nuclear_energy","CDU",0.833333313465118,3,4,50,"male",709,1,"some influence",2.66666674613953,4,2,3,4,"2011-03-18 12:35:14","2011-03-18 12:47:03",0,"SPD","SPD",4,1
"1792",1792,296,"nuclear_energy","CDU",0.16666667163372,4,5,28,"male",466,0,"some influence",2.33333325386047,5,1.5,5,4,"2011-03-18 15:43:23","2011-03-18 15:51:09",1,"Pirate Party","other",5,0
"1793",1793,100,"nuclear_energy","referendum",-1.5,4,5,36,"female",466,-0.333333343267441,"no response",4.33333349227905,4.5,4,4.5,4,"2011-03-17 20:11:34","2011-03-17 20:19:20",1,"Greens","Left Party",3,0
"1794",1794,606,"nuclear_energy","referendum",0.5,3,3,29,"male",503,1.33333337306976,"some influence",3,3.5,3,3.5,4,"2011-03-21 17:39:20","2011-03-21 17:47:43",0,"Greens","Greens",4,1
"1795",1795,307,"central_exam","CDU",0.833333313465118,4,4,23,"male",858,0,"strong influence",2.33333325386047,3,1.5,4.5,3.5,"2011-03-18 16:09:49","2011-03-18 16:24:07",1,"SPD","SPD",3,1
"1796",1796,479,"central_exam","party general",-0.16666667163372,3,1,32,"female",813,0.333333343267441,"don't know",4,3.5,2.5,4,4,"2011-03-20 10:22:51","2011-03-20 10:36:24",1,"Greens","Greens",3,1
"1797",1797,54,"central_exam","party general",0,3,1,38,"female",1560,0,"some influence",3.66666674613953,5,2.5,3,3.5,"2011-03-17 17:32:35","2011-03-17 17:58:35",0,"SPD","SPD",3,0
"1798",1798,306,"nuclear_energy","experts",0.833333313465118,4,5,56,"female",649,2.33333325386047,"strong influence",4,3.5,2,4,4.5,"2011-03-18 16:09:34","2011-03-18 16:20:23",0,"Greens","SPD",4,1
"1799",1799,88,"nuclear_energy","referendum",0.16666667163372,3,3,29,"female",537,0.333333343267441,"some influence",3.33333325386047,3,2,3.5,3,"2011-03-17 19:30:36","2011-03-17 19:39:33",1,"CDU","CDU",4,1
"1800",1800,253,"religious_education","SPD",0.16666667163372,3,2,51,"male",889,1,"some influence",4,4,2,5,3.5,"2011-03-18 13:36:58","2011-03-18 13:51:47",0,"SPD","SPD",5,1
"1801",1801,312,"nuclear_energy","CDU",0.833333313465118,3,4,57,"female",853,1,"strong influence",3,3.5,3,4.5,5,"2011-03-18 16:20:55","2011-03-18 16:35:08",1,"Greens","Greens",3,1
"1802",1802,139,"nuclear_energy","referendum",0.833333313465118,4,5,50,"male",836,0.333333343267441,"strong influence",1.66666662693024,3.5,5,3.5,2.5,"2011-03-18 08:29:00","2011-03-18 08:42:57",0,"SPD","SPD",4,1
"1803",1803,813,"nuclear_energy","party general",1,4,5,47,"female",1085,1.33333337306976,"some influence",5,5,1.5,5,5,"2011-03-22 20:05:31","2011-03-22 20:23:36",1,"CDU","CDU",3,1
"1804",1804,335,"nuclear_energy","CDU",0.833333313465118,4,5,55,"female",981,0.333333343267441,"almost no influence",3.33333325386047,4.5,3,4,4.5,"2011-03-18 17:35:48","2011-03-18 17:52:09",0,"SPD","SPD",4,1
"1805",1805,79,"central_exam","SPD",0.5,3,3,47,"female",1851,1,"some influence",3.66666674613953,3.5,3,3.5,3.5,"2011-03-17 19:00:50","2011-03-17 19:31:41",1,"SPD","SPD",3,1
"1806",1806,345,"central_exam","CDU",0.833333313465118,4,5,36,"female",479,1,"strong influence",3.66666674613953,3.5,1.5,4,4,"2011-03-18 17:49:01","2011-03-18 17:57:00",1,"Greens","Greens",4,0
"1807",1807,58,"religious_education","party general",1,4,3,59,"female",749,-0.333333343267441,"almost no influence",2.66666674613953,2,3,4,3,"2011-03-17 17:40:37","2011-03-17 17:53:06",0,"I would not vote","FDP",3,1
"1808",1808,164,"central_exam","party general",0.5,3,2,35,"female",303,-0.333333343267441,"almost no influence",4.33333349227905,4,2.5,3.5,4.5,"2011-03-18 10:47:46","2011-03-18 10:52:55",NA,"I would not vote","other",1,0
"1809",1809,769,"central_exam","SPD",0.5,3,3,61,"male",573,1,"almost no influence",2.66666674613953,4,2.5,3.5,3.5,"2011-03-22 16:01:35","2011-03-22 16:11:08",1,"SPD","SPD",4,1
"1810",1810,224,"religious_education","party general",1,4,2,34,"female",572,0.333333343267441,"strong influence",3.33333325386047,3,3,3.5,4,"2011-03-18 12:36:40","2011-03-18 12:46:12",0,"SPD","SPD",4,1
"1811",1811,201,"religious_education","CDU",1,4,5,51,"female",1700,1,"almost no influence",3.66666674613953,4,2,4,4,"2011-03-18 11:47:04","2011-03-18 12:15:24",0,"Greens","Greens",5,1
"1812",1812,477,"religious_education","party general",-1.33333337306976,4,5,43,"male",697,0.333333343267441,"some influence",3.33333325386047,3.5,3,3.5,3,"2011-03-20 09:41:28","2011-03-20 09:53:05",0,"SPD","SPD",4,1
"1813",1813,498,"religious_education","experts",-1,4,3,40,"male",328,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-20 16:51:26","2011-03-20 16:56:54",1,"Left Party","Left Party",3,0
"1814",1814,409,"central_exam","referendum",-1,3,3,47,"male",697,1,"don't know",3,3,3,3,3,"2011-03-19 08:10:15","2011-03-19 08:21:52",1,"SPD","other",1,1
"1815",1815,474,"nuclear_energy","SPD",0.666666686534882,3,4,37,"male",437,0.333333343267441,"almost no influence",3.33333325386047,2,4,3.5,2.5,"2011-03-20 08:51:45","2011-03-20 08:59:02",0,"CDU","CDU",4,1
"1816",1816,295,"nuclear_energy","party general",0.5,3,3,52,"male",1336,-0.666666686534882,"almost no influence",2.66666674613953,2,3,3.5,4.5,"2011-03-18 15:43:01","2011-03-18 16:05:17",NA,"I would not vote","no favoured party",0,0
"1817",1817,643,"central_exam","CDU",0,4,4,38,"female",434,1,"almost no influence",3.66666674613953,2.5,2,3.5,4,"2011-03-21 19:18:33","2011-03-21 19:25:47",1,"Ecological Party","other",1,0
"1818",1818,585,"religious_education","referendum",0,3,3,37,"female",453,1.33333337306976,"some influence",2.66666674613953,4.5,4,4.5,3.5,"2011-03-21 16:45:46","2011-03-21 16:53:19",0,"Greens","Greens",4,1
"1819",1819,588,"nuclear_energy","SPD",0.5,3,4,44,"male",619,1.33333337306976,"strong influence",3.33333325386047,2,2.5,2.5,2,"2011-03-21 16:49:28","2011-03-21 16:59:47",1,"CDU","CDU",4,1
"1820",1820,521,"religious_education","CDU",0.5,4,3,44,"female",462,-0.333333343267441,"some influence",3.33333325386047,3,4,3.5,2,"2011-03-21 05:27:41","2011-03-21 05:35:24",0,"SPD","SPD",4,1
"1821",1821,47,"nuclear_energy","experts",0.16666667163372,3,4,19,"male",505,0.333333343267441,"almost no influence",2.66666674613953,4.5,1.5,2.5,1.5,"2011-03-17 17:02:18","2011-03-17 17:10:44",0,"Pirate Party","SPD",3,1
"1822",1822,570,"religious_education","CDU",0.5,3,3,37,"male",621,-0.333333343267441,"strong influence",1.33333337306976,2,3,2.5,4.5,"2011-03-21 15:49:15","2011-03-21 15:59:41",1,"SPD","no favoured party",0,0
"1823",1823,815,"religious_education","party general",0.5,3,4,49,"male",483,0,"some influence",2.66666674613953,4,1.5,4,4,"2011-03-22 20:20:34","2011-03-22 20:28:37",0,"Left Party","Left Party",4,1
"1824",1824,198,"central_exam","referendum",1,4,5,63,"female",530,1,"strong influence",2.66666674613953,4.5,2,4.5,5,"2011-03-18 11:44:11","2011-03-18 11:53:01",0,"SPD","SPD",5,1
"1825",1825,450,"central_exam","experts",-0.333333343267441,3,1,46,"female",975,1,"some influence",4,3,2.5,4,3,"2011-03-19 15:15:05","2011-03-19 15:31:20",1,"Free Voters","SPD",3,1
"1826",1826,430,"religious_education","referendum",1,4,5,58,"female",606,1.33333337306976,"strong influence",3.66666674613953,3.5,1,5,4,"2011-03-19 11:27:54","2011-03-19 11:38:00",0,"CDU","CDU",4,1
